age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
45,admin.,married,unknown,no,-299,yes,no,cellular,8,may,154,2,350,1,failure,no
80,retired,married,secondary,no,8304,no,no,telephone,9,jun,712,1,64,12,failure,yes
57,retired,divorced,tertiary,no,3875,no,no,cellular,19,nov,130,2,-1,0,unknown,no
34,retired,married,primary,no,4499,no,no,unknown,21,may,1681,1,-1,0,unknown,yes
33,housemaid,married,secondary,no,826,yes,no,cellular,11,may,256,1,-1,0,unknown,no
55,technician,married,secondary,no,726,yes,no,unknown,16,may,271,1,-1,0,unknown,no
32,self-employed,married,tertiary,no,266,no,yes,cellular,20,nov,228,1,-1,0,unknown,no
44,blue-collar,married,primary,no,412,yes,no,unknown,15,may,56,13,-1,0,unknown,no
34,technician,married,tertiary,no,3743,yes,no,cellular,18,may,722,4,-1,0,unknown,yes
55,housemaid,married,secondary,no,139,no,no,cellular,22,aug,256,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,-98,yes,no,unknown,9,may,112,1,-1,0,unknown,no
43,blue-collar,divorced,primary,no,-97,yes,yes,cellular,31,jul,747,4,-1,0,unknown,no
24,admin.,single,secondary,no,926,yes,yes,cellular,15,may,191,1,-1,0,unknown,no
58,management,divorced,tertiary,no,4256,no,no,cellular,22,may,121,1,-1,0,unknown,no
42,management,married,tertiary,no,372,yes,no,cellular,3,aug,654,2,-1,0,unknown,yes
36,management,married,tertiary,no,618,no,no,cellular,3,feb,280,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,1513,no,yes,cellular,17,jul,1171,1,-1,0,unknown,no
31,technician,single,tertiary,no,25,no,no,cellular,26,aug,265,16,-1,0,unknown,no
50,admin.,married,secondary,no,3608,yes,no,cellular,13,nov,176,2,197,2,success,yes
48,blue-collar,married,primary,no,890,no,no,cellular,13,aug,157,6,-1,0,unknown,no
48,technician,married,secondary,no,0,no,no,cellular,19,aug,215,2,-1,0,unknown,no
45,management,married,tertiary,no,409,no,no,unknown,11,jun,144,1,-1,0,unknown,no
54,housemaid,married,secondary,no,962,yes,no,cellular,29,oct,288,3,-1,0,unknown,yes
39,management,single,tertiary,no,816,yes,no,cellular,27,aug,37,3,-1,0,unknown,no
38,self-employed,married,secondary,no,173,no,no,cellular,18,aug,205,4,-1,0,unknown,no
25,admin.,single,secondary,no,-213,no,yes,cellular,16,jul,592,1,-1,0,unknown,no
58,blue-collar,married,primary,no,0,no,no,telephone,25,aug,176,5,-1,0,unknown,no
59,retired,married,secondary,no,1173,no,no,unknown,9,jun,77,2,-1,0,unknown,no
36,entrepreneur,single,secondary,no,475,no,no,cellular,25,jul,141,3,-1,0,unknown,no
40,technician,married,secondary,no,5811,yes,no,cellular,18,nov,172,1,-1,0,unknown,no
40,technician,single,secondary,yes,45,no,yes,cellular,29,jan,261,1,182,23,other,no
35,blue-collar,single,primary,no,2040,no,no,cellular,21,nov,258,1,157,4,failure,no
26,services,single,secondary,no,110,no,no,cellular,30,jan,1136,2,-1,0,unknown,yes
28,management,single,tertiary,no,231,yes,yes,cellular,25,jul,568,2,-1,0,unknown,no
36,admin.,married,secondary,no,313,yes,no,telephone,4,feb,403,2,-1,0,unknown,no
38,admin.,married,tertiary,no,1988,no,no,cellular,27,mar,164,2,130,2,failure,yes
47,admin.,divorced,primary,no,1095,yes,no,cellular,18,nov,171,1,110,2,other,no
45,technician,married,secondary,no,1686,no,no,cellular,28,jan,355,1,-1,0,unknown,no
55,management,single,tertiary,no,1092,yes,yes,unknown,15,may,202,4,-1,0,unknown,no
28,services,single,secondary,no,0,no,no,cellular,4,feb,428,1,-1,0,unknown,no
33,blue-collar,married,primary,no,415,yes,no,cellular,5,may,316,1,337,4,success,no
48,services,married,secondary,no,2877,yes,no,unknown,3,jun,157,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,103,yes,no,cellular,17,apr,2053,2,317,1,other,no
52,retired,married,unknown,no,3303,no,no,unknown,6,jun,33,1,-1,0,unknown,no
34,blue-collar,married,primary,no,7673,yes,no,cellular,18,nov,143,1,-1,0,unknown,no
78,retired,married,tertiary,no,226,no,no,telephone,6,nov,136,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,577,no,no,unknown,14,may,337,1,-1,0,unknown,no
23,admin.,single,secondary,no,749,no,no,cellular,9,jul,315,4,-1,0,unknown,no
59,entrepreneur,divorced,secondary,no,0,no,yes,cellular,2,feb,69,2,-1,0,unknown,no
33,management,single,tertiary,no,923,yes,no,unknown,30,may,118,6,-1,0,unknown,no
31,management,single,tertiary,no,-1206,yes,no,unknown,23,may,390,1,-1,0,unknown,no
58,retired,divorced,primary,no,2745,no,yes,cellular,15,apr,469,1,-1,0,unknown,no
36,services,single,secondary,no,-295,yes,yes,unknown,27,may,132,3,-1,0,unknown,no
58,unemployed,married,tertiary,no,1333,no,no,cellular,1,oct,278,1,-1,0,unknown,no
40,admin.,single,secondary,no,576,yes,yes,cellular,20,apr,114,3,-1,0,unknown,no
50,blue-collar,married,secondary,no,2320,yes,no,cellular,7,apr,310,1,-1,0,unknown,no
45,technician,married,primary,no,-63,yes,no,cellular,20,apr,847,5,-1,0,unknown,no
64,blue-collar,married,primary,no,1904,no,no,telephone,12,aug,67,2,-1,0,unknown,no
32,management,single,tertiary,no,2667,yes,no,cellular,19,nov,197,1,99,2,success,no
37,blue-collar,married,unknown,no,-118,yes,no,cellular,18,may,21,2,-1,0,unknown,no
59,technician,married,secondary,no,116,no,no,cellular,11,feb,268,1,183,7,success,yes
31,management,married,tertiary,no,301,yes,no,cellular,18,may,34,6,-1,0,unknown,no
25,admin.,married,secondary,no,242,yes,no,cellular,30,jul,62,12,-1,0,unknown,no
36,technician,married,tertiary,no,543,yes,no,cellular,15,apr,225,2,-1,0,unknown,no
34,management,married,secondary,no,29,no,yes,cellular,17,jul,94,2,-1,0,unknown,no
45,management,married,tertiary,no,1433,no,no,cellular,14,aug,117,1,-1,0,unknown,no
35,blue-collar,married,primary,no,4319,no,no,cellular,16,apr,266,1,-1,0,unknown,no
42,management,divorced,tertiary,no,1622,yes,no,cellular,12,aug,158,2,-1,0,unknown,no
40,management,single,tertiary,no,-50,yes,no,cellular,12,may,306,2,350,1,failure,no
25,admin.,single,tertiary,no,760,yes,no,cellular,27,may,223,3,89,2,failure,yes
47,blue-collar,married,secondary,no,8,no,no,unknown,9,may,64,4,-1,0,unknown,no
29,student,single,secondary,no,949,yes,no,cellular,15,may,109,2,352,1,success,no
29,blue-collar,married,secondary,no,7863,yes,no,cellular,14,may,1129,1,-1,0,unknown,yes
42,technician,married,secondary,no,769,no,no,cellular,6,feb,187,2,246,1,failure,no
30,management,single,tertiary,no,156,yes,no,unknown,9,jun,174,9,-1,0,unknown,no
47,management,married,secondary,no,414,no,no,cellular,26,aug,142,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,2,yes,no,cellular,7,may,223,1,-1,0,unknown,no
84,retired,married,secondary,no,81204,no,no,telephone,1,apr,390,1,94,3,success,yes
30,management,married,tertiary,no,1235,yes,no,cellular,28,jul,104,3,-1,0,unknown,no
42,management,married,tertiary,no,843,no,yes,cellular,15,jul,226,3,-1,0,unknown,no
33,blue-collar,married,secondary,no,780,yes,no,cellular,13,may,83,2,-1,0,unknown,no
26,student,single,unknown,no,198,no,no,cellular,5,feb,161,1,-1,0,unknown,no
32,blue-collar,married,primary,no,2456,yes,no,cellular,17,jul,1151,1,-1,0,unknown,no
34,technician,divorced,secondary,no,44,yes,yes,cellular,21,nov,244,2,-1,0,unknown,no
42,blue-collar,single,unknown,no,2835,yes,no,telephone,13,may,61,4,350,1,failure,no
55,services,divorced,tertiary,no,1983,yes,no,telephone,19,nov,123,1,-1,0,unknown,no
47,blue-collar,married,primary,no,0,no,no,cellular,21,aug,494,4,-1,0,unknown,no
45,admin.,married,secondary,yes,-571,no,no,cellular,13,aug,332,2,-1,0,unknown,no
43,technician,married,primary,no,201,no,no,cellular,21,nov,69,2,-1,0,unknown,no
33,admin.,single,primary,no,-258,yes,no,cellular,15,may,158,2,352,2,failure,no
65,housemaid,married,primary,no,715,no,no,cellular,11,mar,323,1,-1,0,unknown,yes
36,blue-collar,single,secondary,no,340,no,yes,unknown,16,jun,559,3,-1,0,unknown,no
30,services,single,secondary,no,1268,yes,no,cellular,8,apr,105,4,320,8,other,yes
41,management,married,tertiary,no,144,no,no,cellular,27,feb,123,3,-1,0,unknown,no
34,technician,divorced,secondary,no,8,yes,no,cellular,6,may,569,2,-1,0,unknown,no
32,technician,married,secondary,no,169,yes,no,cellular,12,may,85,4,350,1,failure,no
38,services,single,primary,no,471,yes,no,unknown,21,may,180,1,-1,0,unknown,no
47,retired,married,primary,no,-468,no,yes,unknown,25,jun,268,1,-1,0,unknown,no
27,technician,single,secondary,no,629,yes,yes,unknown,18,jun,680,2,-1,0,unknown,no
59,blue-collar,married,secondary,no,0,no,no,unknown,6,jun,135,1,-1,0,unknown,no
38,management,married,tertiary,no,1187,yes,yes,cellular,2,feb,157,1,-1,0,unknown,no
40,blue-collar,married,primary,no,0,yes,no,cellular,21,jul,1080,4,-1,0,unknown,yes
29,management,single,tertiary,no,5894,yes,no,unknown,16,jun,223,2,-1,0,unknown,no
33,services,single,secondary,no,3910,yes,no,cellular,19,nov,676,2,-1,0,unknown,no
53,services,married,primary,no,6,no,no,cellular,22,aug,80,2,-1,0,unknown,no
51,admin.,married,secondary,no,37,no,yes,unknown,20,jun,206,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,3696,yes,no,unknown,2,jun,161,2,-1,0,unknown,no
35,management,married,secondary,no,339,yes,no,unknown,23,may,317,1,-1,0,unknown,no
43,management,married,tertiary,no,3186,no,no,cellular,20,aug,151,1,-1,0,unknown,no
57,services,divorced,unknown,no,1877,yes,no,cellular,14,apr,225,4,319,1,failure,no
33,blue-collar,married,secondary,no,5441,yes,no,cellular,30,jul,312,6,-1,0,unknown,no
33,admin.,married,secondary,no,2,yes,no,unknown,20,may,201,1,-1,0,unknown,no
42,technician,single,secondary,no,25,yes,no,cellular,21,aug,148,1,-1,0,unknown,no
52,admin.,divorced,secondary,no,3029,yes,yes,cellular,12,may,65,2,285,2,failure,no
57,housemaid,married,primary,no,7082,no,no,unknown,6,jun,69,3,-1,0,unknown,no
46,blue-collar,divorced,secondary,no,168,yes,no,cellular,20,apr,255,1,336,4,other,no
33,blue-collar,single,primary,no,1,yes,no,cellular,20,apr,257,1,-1,0,unknown,no
42,management,divorced,tertiary,no,357,yes,no,cellular,8,may,39,1,-1,0,unknown,no
27,services,single,tertiary,no,5883,yes,no,unknown,28,may,325,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,366,yes,no,cellular,22,may,324,1,106,1,failure,yes
33,blue-collar,married,primary,no,211,yes,no,unknown,12,may,172,2,-1,0,unknown,no
26,management,single,tertiary,no,205,no,no,unknown,26,may,111,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,463,yes,no,unknown,21,may,104,1,-1,0,unknown,no
57,housemaid,married,primary,no,625,no,yes,unknown,11,jun,867,1,-1,0,unknown,yes
44,admin.,married,secondary,no,100,yes,no,cellular,15,jul,71,4,-1,0,unknown,no
51,unemployed,married,secondary,no,760,yes,no,unknown,14,may,411,1,-1,0,unknown,no
60,management,divorced,secondary,no,151,no,no,cellular,6,aug,160,4,-1,0,unknown,no
47,blue-collar,married,primary,no,362,yes,no,cellular,18,aug,111,8,-1,0,unknown,no
51,admin.,single,tertiary,no,394,no,no,telephone,28,jan,968,2,-1,0,unknown,yes
49,technician,married,secondary,no,1432,yes,yes,cellular,18,nov,1014,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,1138,yes,yes,unknown,21,may,254,3,-1,0,unknown,no
48,management,married,tertiary,no,567,no,no,cellular,27,aug,20,34,-1,0,unknown,no
54,technician,divorced,secondary,no,1904,yes,yes,unknown,7,may,280,3,-1,0,unknown,no
26,management,single,tertiary,yes,-130,yes,no,cellular,18,may,216,1,-1,0,unknown,no
26,services,single,secondary,no,186,yes,no,unknown,21,may,72,3,-1,0,unknown,no
38,blue-collar,single,secondary,no,93,no,no,unknown,9,jun,92,6,-1,0,unknown,no
51,management,married,tertiary,no,22557,yes,no,telephone,23,jul,71,3,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,2069,yes,no,cellular,15,may,358,7,-1,0,unknown,no
58,housemaid,married,primary,no,258,no,no,unknown,9,jun,174,1,-1,0,unknown,no
47,technician,married,tertiary,yes,-813,yes,yes,unknown,16,jun,179,25,-1,0,unknown,no
55,blue-collar,married,primary,no,472,no,no,unknown,12,jun,80,2,-1,0,unknown,no
44,self-employed,married,primary,no,614,no,no,cellular,12,aug,85,4,-1,0,unknown,no
52,unknown,married,secondary,no,142,no,no,cellular,25,aug,112,6,-1,0,unknown,no
30,management,single,tertiary,no,115,no,no,cellular,12,aug,154,2,-1,0,unknown,no
31,services,single,secondary,no,1987,yes,no,telephone,20,nov,55,2,-1,0,unknown,no
48,technician,married,secondary,no,4265,yes,no,unknown,13,may,220,2,-1,0,unknown,no
32,technician,married,secondary,no,212,yes,no,cellular,11,aug,98,2,-1,0,unknown,no
58,retired,married,tertiary,no,4048,no,yes,cellular,15,jul,270,5,-1,0,unknown,no
35,unemployed,married,primary,no,494,yes,no,unknown,15,may,71,4,-1,0,unknown,no
38,technician,single,secondary,no,211,yes,no,cellular,29,jan,236,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,331,yes,no,unknown,17,jun,116,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,125,yes,no,cellular,14,may,201,1,350,2,failure,no
24,blue-collar,married,secondary,no,9,yes,no,unknown,27,may,292,7,-1,0,unknown,no
30,blue-collar,married,secondary,no,-166,yes,yes,unknown,13,may,255,5,-1,0,unknown,no
38,blue-collar,married,unknown,no,113,no,no,unknown,13,may,25,10,-1,0,unknown,no
47,admin.,married,secondary,no,-121,yes,yes,cellular,18,may,167,4,314,4,failure,no
55,technician,married,tertiary,no,1181,no,no,cellular,21,nov,42,1,-1,0,unknown,no
57,entrepreneur,married,secondary,no,905,no,no,cellular,7,aug,121,1,-1,0,unknown,no
31,admin.,single,secondary,no,-449,yes,no,cellular,18,may,197,1,355,2,failure,no
28,management,single,unknown,no,560,no,no,cellular,2,jun,135,1,-1,0,unknown,no
55,retired,married,secondary,no,971,no,yes,cellular,8,jul,154,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,688,yes,no,cellular,9,feb,158,2,279,2,failure,no
37,technician,married,secondary,no,316,yes,no,unknown,8,may,238,1,-1,0,unknown,no
30,blue-collar,single,primary,no,660,yes,no,unknown,7,may,912,2,-1,0,unknown,no
27,admin.,single,secondary,no,0,yes,no,cellular,18,may,552,5,-1,0,unknown,no
37,blue-collar,married,primary,no,153,no,yes,cellular,31,jul,15,26,-1,0,unknown,no
55,admin.,single,secondary,no,1854,yes,no,unknown,30,may,34,2,-1,0,unknown,no
57,admin.,married,secondary,no,1275,no,yes,cellular,15,jul,377,4,-1,0,unknown,no
44,self-employed,married,tertiary,no,3295,no,no,unknown,9,jun,138,4,-1,0,unknown,no
55,admin.,married,secondary,no,1105,yes,yes,unknown,15,may,94,1,-1,0,unknown,no
41,services,married,primary,no,455,yes,no,unknown,14,may,80,1,-1,0,unknown,no
35,admin.,single,secondary,no,1810,yes,no,cellular,25,may,65,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,297,yes,no,unknown,9,may,407,4,-1,0,unknown,no
55,retired,divorced,tertiary,no,-458,yes,no,cellular,23,jul,1331,3,-1,0,unknown,no
39,blue-collar,married,secondary,no,281,no,no,unknown,20,jun,78,7,-1,0,unknown,no
39,self-employed,married,secondary,no,1317,no,no,unknown,17,jun,42,4,-1,0,unknown,no
26,blue-collar,married,primary,no,755,yes,no,unknown,28,may,61,1,-1,0,unknown,no
47,technician,single,secondary,no,736,no,no,cellular,29,jul,212,2,-1,0,unknown,no
48,unemployed,married,secondary,no,926,no,no,cellular,15,feb,382,4,185,6,success,yes
54,technician,married,secondary,no,1076,no,no,cellular,28,jan,338,1,-1,0,unknown,no
36,admin.,divorced,primary,no,227,no,no,cellular,9,jul,185,1,-1,0,unknown,no
34,housemaid,married,primary,no,87,yes,no,unknown,15,may,139,2,-1,0,unknown,no
45,self-employed,married,secondary,no,845,no,no,unknown,20,jun,76,4,-1,0,unknown,no
37,technician,married,secondary,no,427,yes,yes,unknown,27,may,335,3,-1,0,unknown,no
41,technician,married,secondary,no,0,no,no,cellular,22,aug,209,2,-1,0,unknown,no
51,management,married,tertiary,no,248,yes,yes,cellular,14,jul,78,3,-1,0,unknown,no
56,housemaid,married,primary,no,954,no,no,unknown,20,jun,81,10,-1,0,unknown,no
42,technician,married,tertiary,no,757,no,no,cellular,30,apr,354,1,79,1,success,yes
37,blue-collar,single,primary,no,6969,yes,no,unknown,20,may,412,1,-1,0,unknown,no
48,services,married,secondary,no,124,no,yes,cellular,9,jul,294,1,-1,0,unknown,no
32,technician,single,tertiary,no,192,yes,no,unknown,16,may,303,5,-1,0,unknown,no
54,blue-collar,married,secondary,no,682,yes,yes,unknown,26,may,133,1,-1,0,unknown,no
57,technician,married,secondary,no,109,no,no,cellular,25,aug,124,4,-1,0,unknown,no
37,blue-collar,married,secondary,no,14,yes,no,cellular,31,jul,38,18,-1,0,unknown,no
58,blue-collar,divorced,secondary,no,916,no,no,cellular,7,jul,244,4,-1,0,unknown,no
55,blue-collar,married,secondary,no,1261,no,no,unknown,19,may,166,1,-1,0,unknown,no
45,unknown,married,secondary,no,2119,no,no,cellular,19,aug,120,15,-1,0,unknown,no
31,management,married,tertiary,no,2229,yes,no,unknown,26,may,90,4,-1,0,unknown,no
35,services,divorced,secondary,no,305,no,no,unknown,9,jun,327,2,-1,0,unknown,no
58,retired,married,secondary,yes,-146,no,yes,cellular,28,aug,192,8,-1,0,unknown,no
47,management,single,tertiary,no,275,no,no,cellular,8,aug,82,2,-1,0,unknown,no
45,management,single,secondary,no,142,no,yes,cellular,19,nov,258,1,105,4,failure,no
40,technician,married,primary,no,819,yes,no,unknown,13,may,50,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,77,yes,no,unknown,27,may,371,2,-1,0,unknown,no
32,management,single,tertiary,no,9317,no,no,cellular,2,nov,92,3,-1,0,unknown,no
28,admin.,single,secondary,no,-215,yes,no,cellular,15,may,188,1,360,3,failure,no
50,management,married,tertiary,no,1174,yes,no,cellular,7,may,128,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,228,yes,no,cellular,11,may,12,8,342,9,failure,no
37,management,married,tertiary,no,489,yes,no,cellular,21,nov,202,1,106,5,failure,no
41,technician,married,secondary,no,7870,yes,no,cellular,20,nov,48,2,-1,0,unknown,no
35,technician,divorced,secondary,no,-870,yes,no,cellular,14,jul,180,4,-1,0,unknown,no
36,technician,married,tertiary,no,60,no,no,cellular,19,aug,209,2,-1,0,unknown,no
53,blue-collar,married,secondary,no,21522,no,no,unknown,24,jun,146,4,-1,0,unknown,no
36,technician,single,secondary,no,125,yes,no,cellular,15,may,676,3,-1,0,unknown,yes
56,technician,married,secondary,no,2065,no,no,cellular,14,aug,71,2,-1,0,unknown,no
47,blue-collar,divorced,primary,no,551,yes,no,cellular,19,nov,662,2,-1,0,unknown,no
53,management,married,tertiary,no,267,yes,no,telephone,23,jul,90,1,-1,0,unknown,no
33,student,single,tertiary,no,3404,yes,no,cellular,20,nov,105,2,171,3,failure,no
31,admin.,married,secondary,no,35,no,no,cellular,13,aug,315,2,105,1,success,yes
52,admin.,married,primary,no,204,no,no,cellular,19,aug,123,2,-1,0,unknown,no
48,blue-collar,married,primary,yes,-50,yes,no,cellular,14,may,212,6,-1,0,unknown,no
24,unemployed,single,secondary,no,2696,no,no,cellular,7,sep,107,2,-1,0,unknown,no
30,technician,married,secondary,no,9,no,no,cellular,21,aug,129,2,-1,0,unknown,no
52,admin.,married,secondary,no,722,no,no,cellular,24,apr,60,3,-1,0,unknown,no
59,retired,married,primary,no,249,no,no,cellular,13,aug,432,5,-1,0,unknown,no
44,blue-collar,married,secondary,no,-73,yes,no,unknown,28,may,80,9,-1,0,unknown,no
30,services,married,secondary,no,2261,yes,yes,cellular,8,jul,250,2,-1,0,unknown,no
27,blue-collar,single,primary,no,265,yes,no,cellular,13,may,1119,2,-1,0,unknown,yes
57,self-employed,married,secondary,no,380,no,no,cellular,18,nov,878,2,-1,0,unknown,no
45,services,married,secondary,no,24,yes,no,cellular,18,jul,111,1,-1,0,unknown,no
36,services,single,secondary,no,248,yes,no,unknown,7,may,90,2,-1,0,unknown,no
39,admin.,married,secondary,yes,0,no,no,unknown,29,may,59,3,-1,0,unknown,no
36,admin.,single,secondary,no,1927,yes,no,cellular,18,nov,288,1,137,1,other,no
42,management,single,secondary,no,2535,yes,no,unknown,14,may,339,1,-1,0,unknown,no
31,student,single,secondary,no,93,no,no,cellular,19,nov,584,2,-1,0,unknown,no
30,technician,married,secondary,no,-206,yes,yes,cellular,15,may,133,1,-1,0,unknown,no
30,technician,single,tertiary,no,2325,no,no,cellular,10,aug,263,1,127,7,failure,yes
